link.citation,con.taxonomy,res.taxonomy,foodweb.name,,,,,,
Cattin Blandenier (2004),Salticidae,Muscidae copro,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Salticidae,Muscidae flor,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Sympetrum vulgatum,Agriotes sp,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Tibellus sp,Dolichopus nubilius,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Larinioides sp,Phoridae,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Sympetrum vulgatum,Haematopota sp,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Pardosa prativaga,Delphacinae,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Agelenidae,Cicadoidea,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Lesteva sicula,Cicadoidea,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Salticidae,Heteroptera,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Conocephalus dorsalis,Sepedon spinipes,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Theridion pictum,Cicadoidea,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Nabidae,Chironomidae,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Empididae,Thripidae,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Ephydridae,Thripidae,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Salticidae,Herina parva,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Dolomedes fimbriatus,Sympetrum vulgatum,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Conocephalus dorsalis,Tipula sp,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Lesteva sicula,Thomisidae,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Philodromus sp,Ceratopogonidae,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Antistea elegans,Sternorrhyncha,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Dolichopus nubilius,Sphaerocidae,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Sympetrum vulgatum,Calliphoridae,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Pirata sp,Hypostenus latifrons,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Lesteva sicula,Haplothrips sp,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Neoscona adianta,Limnia paludicola,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Theridion impressum,Delphacidae,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Zygoptera,Dolichopus nubilius,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Neoscona adianta,Limnia paludicola,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Trichopterna thorelli,Microphysidae,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Staphylinidae,Cicadoidea,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Staphylinidae,Hypostenus latifrons,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Gnathonarium dentatum,Cicadoidea,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Hypostenus latifrons,Thripidae,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Theridion pictum,Empididae,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Theridion pictum,Ephydridae,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Thomisidae,Cecidomyiidae,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Pardosa prativaga,Chartoscirta cincta,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Empididae,Ceratopogonidae,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Ephydridae,Ceratopogonidae,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Bathyphantes gracilis,Sternorrhyncha,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Bathyphantes setiger,Sternorrhyncha,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Satilatlas britteni,Sternorrhyncha,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Theridion impressum,Muscidae copro,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Theridion impressum,Muscidae flor,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Pirata tenuitarsis,Delphacidae,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Sympetrum vulgatum,Pherbina coryleti,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Staphylinidae,Gongylidiellum murcidum,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Nabidae,Marpissa sp,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Conocephalus dorsalis,Lepidoptera,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Gnathonarium dentatum,Haplothrips sp,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Larinioides sp,Muscidae copro,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Larinioides sp,Muscidae flor,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Chartoscirta cincta,Chironomidae,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Chartoscirta cincta,Psychodidae,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Theridion impressum,Heteroptera,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Hypostenus sp,Sternorrhyncha,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Nestus carbonarius,Sternorrhyncha,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Theridion pictum,Jassidae,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Salticidae,Herina frondescentiae,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Theridion impressum,Herina parva,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Salticidae,Nemotelus pantherinus,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Salticidae,Rhinophoridae,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Larinioides sp,Herina parva,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Clubiona sp,Callitula ferrierei,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Theridion pictum,Phlaeothripidae phyto,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Theridion pictum,Phlaeothripidae pred,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Antistea elegans,Hypostenus latifrons,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Marpissa radiata,Pachybrachius sp,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Trichopterna thorelli,Cicadoidea,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Clubiona stagnatilis,Pachybrachius sp,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Dolichopus nubilius,Cicadoidea,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Pisaura mirabilis,Leptoceridae,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Sympetrum vulgatum,Episyrphus balteatus,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Agelenidae,Cicadina,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Lesteva sicula,Cicadina,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Pirata tenuitarsis,Heteroptera,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Staphylinidae,Jassidae,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Neoscona adianta,Chartoscirta cincta,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Tibellus sp,Limnia paludicola,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Trichopterna thorelli,Haplothrips sp,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Staphylinidae,Phlaeothripidae phyto,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Staphylinidae,Phlaeothripidae pred,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Neoscona adianta,Chartoscirta cincta,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Conocephalus dorsalis,Stratiomyidae,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Dolichopus nubilius,Empididae,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Dolichopus nubilius,Ephydridae,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Clubiona sp,Thripidae,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Staphylinidae,Linyphiidae,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Theridion pictum,Sciaridae,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Somatochlora sp,Mythimna straminea,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Tibellus sp,Delphacinae,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Gnathonarium dentatum,Cicadina,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Thomisidae,Edaphus blŸhweissi,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Antistea elegans,Aphidoidea,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Tetragnatha pinicola,Muscidae copro,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Tetragnatha pinicola,Muscidae flor,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Philodromus sp,Swammerdamella brevicornis,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Pachygnatha sp,Cicadoidea,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Theridion impressum,Herina frondescentiae,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Hypostenus sp,Lycosidae,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Nestus carbonarius,Lycosidae,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Hypostenus sp,Araeoncus humilis,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Nestus carbonarius,Araeoncus humilis,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Hypostenus sp,Meioneta rurestris,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Nestus carbonarius,Meioneta rurestris,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Sympetrum vulgatum,Limnobaris dolorosa,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Zygoptera,Limnia paludicola,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Theridion pictum,Fulgoroidea,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Larinioides sp,Herina frondescentiae,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Theridion impressum,Nemotelus pantherinus,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Theridion impressum,Rhinophoridae,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Sympetrum vulgatum,Sepedon spinipes,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Larinioides sp,Rhinophoridae,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Dolichopus nubilius,Jassidae,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Dolomedes fimbriatus,Conocephalus dorsalis,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Sympetrum vulgatum,Tipula sp,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Tetragnatha pinicola,Herina parva,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Chrysopidae,Aphidoidea,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Clubiona sp,Ceratopogonidae,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Larinioides sp,Chloropidae,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Dolichopus nubilius,Phlaeothripidae phyto,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Dolichopus nubilius,Phlaeothripidae pred,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Empididae,Swammerdamella brevicornis,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Coenagrion sp,Leptoceridae,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Dolomedes fimbriatus,Mythimna straminea,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Staphylinidae,Fulgoroidea,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Bathyphantes gracilis,Aphidoidea,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Bathyphantes setiger,Aphidoidea,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Satilatlas britteni,Aphidoidea,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Philodromus sp,Sternorrhyncha,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Lycosidae,Pirata sp,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Pisaura mirabilis,Haematopota sp,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Theridion impressum,Ichneumonidae,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Philodromus sp,Philodromidae,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Trichopterna thorelli,Cicadina,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Pirata piraticus,Pirata sp,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Larinioides sp,Ichneumonidae,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Nabidae,Delphacidae,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Hypostenus sp,Aphidoidea,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Nestus carbonarius,Aphidoidea,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Sympetrum sanguineum,Sarcophagidae,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Staphylinidae,Hypostenus sp,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Staphylinidae,Nestus carbonarius,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Staphylinidae,Psychodidae,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Neoscona adianta,Pachybrachius sp,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Tetragnatha sp,Haplothrips sp,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Theridion pictum,Chrysopidae,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Empididae,Sternorrhyncha,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Ephydridae,Sternorrhyncha,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Pisaura mirabilis,Calliphoridae,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Thomisidae,Callitula ferrierei,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Pachygnatha sp,Jassidae,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Neoscona adianta,Pachybrachius sp,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Theridion impressum,Rhopalum sp,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Dolichopus nubilius,Sciaridae,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Coenagrion sp,Lema melanopus,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Marpissa radiata,Lema melanopus,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Clubiona stagnatilis,Lema melanopus,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Pachygnatha sp,Phlaeothripidae phyto,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Pachygnatha sp,Phlaeothripidae pred,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Larinioides sp,Rhopalum sp,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Sympetrum vulgatum,Zygoptera,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Staphylinidae,Bathyphantes gracilis,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Staphylinidae,Bathyphantes setiger,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Staphylinidae,Satilatlas britteni,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Agelenidae,Cicadoidea,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Lesteva sicula,Cicadoidea,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Lesteva sicula,Hypostenus latifrons,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Tetragnatha pinicola,Herina frondescentiae,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Antistea elegans,Microphysidae,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Dolichopus nubilius,Fulgoroidea,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Marpissa sp,Deltocephalinae,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Staphylinidae,Chrysopidae,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Nabidae,Heteroptera,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Tetragnatha pinicola,Nemotelus pantherinus,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Tetragnatha pinicola,Rhinophoridae,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Sympetrum sp,Mythimna straminea,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Hypostenus latifrons,Sternorrhyncha,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Aeshna sp,Mythimna straminea,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Anisoptera,Mythimna straminea,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Pisaura mirabilis,Pherbina coryleti,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Haplothrips sp,Thripidae,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Lesteva sicula,Gongylidiellum murcidum,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Thomisidae,Thripidae,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Antistea elegans,Psychodidae,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Libellula depressa,Mythimna straminea,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Libellulidae,Mythimna straminea,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Coenagrion sp,Agriotes sp,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Staphylinidae,Antistea elegans,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
Cattin Blandenier (2004),Staphylinidae,Platystethus sp,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",,,,,,
