link.citation,con.taxonomy,res.taxonomy,foodweb.name,,,,,,
Cattin Blandenier (2004),Neoscona adianta,Pachybrachius sp,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Larinioides cornutus,Chrysotoxum sp,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Sitticus sp,Drosophilidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Staphylinidae,Antistea elegans,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Marpissa radiata,Ichneumonidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Zygoptera,Ilione lineata,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Salticidae,Herina frondescentiae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Dolichopus nubilius,Jassidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Lycosidae,Diplocampa assimile,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Staphylinidae,Jassidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Xysticus sp,Aphidoidea,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Arctosa sp,Pentatomidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Larinioides sp,Chaetocnema confusa,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Gnathonarium dentatum,Aphidoidea,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Lesteva sicula,Stilicus rufipes,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Lesteva sicula,Trogophloeus corticinus,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Dolichopus nubilius,Chironomidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Dolichopus nubilius,Psychodidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Pirata piscatorius,Arctosa sp,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Staphylinidae,Psychodidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Neoscona adianta,Ichneumonidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Lathrobium fovalum,Fulgoroidea,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Sympetrum sp,Apis mellifera L.,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Pirata latitans,Pelochares versicolor,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Pirata tenuitarsis,Pelochares versicolor,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Trochosa sp,Pelochares versicolor,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Dolomedes sp,Herina parva,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Dolomedes sp,Tetramorium sp,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Walckenaeria nudipalpis,Brachygluta sp,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Anisoptera,Apis mellifera L.,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Hercostomus assimilis,Cicadina,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Tetramorium sp,Lycosidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Staphylinidae,Bathyphantes gracilis,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Staphylinidae,Lepthyphantes tenuis,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Staphylinidae,Silometopus elegans,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Conocephalus dorsalis,Stratiomyidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Dolichopus nubilius,Limoniidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Marpissa radiata,Tibellus sp,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Paederus riparius,Gnathonarium dentatum,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Larinioides sp,Chloropidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Paederus riparius,Carabidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Paederus riparius,Anacaena limbata,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Paederus riparius,Gabrius fermoralis,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Dolichopus nubilius,Argyra vestita,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Dolichopus nubilius,Chrysopidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Dolichopus nubilius,Ephydridae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Paederus riparius,Xysticus sp,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Hypostenus sp,Anotylus sp,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Hypostenus sp,Bryaxis sp,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Zygoptera,Trypoxylon attenuatum,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Staphylinidae,Chrysopidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Larinioides sp,Herina parva,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Sitticus sp,Salticidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Tetragnatha sp,Chaetocnema confusa,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Argiope bruennichi,Aphtona lutescens,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Tibellus sp,Herina frondescentiae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Xysticus sp,Brachygluta sp,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Gabrius fermoralis,Brachygluta sp,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Paederus riparius,Trichoniscidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Marpissa radiata,Sciaridae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Pirata latitans,Diplocampa assimile,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Pirata tenuitarsis,Diplocampa assimile,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Trochosa sp,Diplocampa assimile,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Gnathonarium dentatum,Brachygluta sp,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Somatochlora flavomaculata,Calliphoridae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Somatochlora sp,Calliphoridae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Tibellus maritimus,Pteronemobius heydenii,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Tibellus sp,Hercostomus assimilis,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Coenagrion pulchellum,Propylaea quatuordecimpunctata,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Theridion sp,Aphidoidea,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Pachygnatha sp,Heteroptera,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Thomisidae,Proctotrupoidea,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Tetartopeus terminatum,Hypostenus sp,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Pirata piscatorius,Pardosa prativaga,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Conocephalus dorsalis,Pherbina coryleti,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Lathrobium fovalum,Cicadina,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Paederus riparius,Walckenaeria nudipalpis,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Tetramorium sp,Fulgoroidea,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Dolichopus nubilius,Tetrastichus sp,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Antistea elegans,Fulgoroidea,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Lesteva sicula,Lycosidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Coenagrion sp,Chrysomelidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Pirata piscatorius,Pardosa sp,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Pisaura mirabilis,Stratiomyidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Coenagrion pulchellum,Dolichopus nubilius,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Pisaura mirabilis,Tibellus maritimus,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Staphylinidae,Platystethus nodifrons,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Clubiona sp,Ephydridae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Tetragnatha sp,Chloropidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Tibellus maritimus,Dolichopus nubilius,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Argiope bruennichi,Drosophilidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Marpissa radiata,Salticidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Pirata piscatorius,Pterostichus sp,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Zora spinimana,Heteroptera,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Xysticus sp,Sciaridae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Lycosidae,Edaphus blŸhweissi,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Dolomedes sp,Herina frondescentiae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Pisaura mirabilis,Pherbina coryleti,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Lathrobium fovalum,Thomisidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Lesteva sicula,Fulgoroidea,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Argyra vestita,Aphidoidea,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Chrysopidae,Aphidoidea,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Ephydridae,Aphidoidea,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Zelotes sp,Tetramesa sp,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Thomisidae,Hybotidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Dolomedes sp,Hercostomus assimilis,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Pirata sp,Xysticus sp,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Marpissa radiata,Psychodidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Lathrobium fovalum,Liocranidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Xysticus sp,Erichsonius cinerascens,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Xysticus sp,Stilicus rufipes,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Xysticus sp,Trogophloeus corticinus,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Gabrius fermoralis,Erichsonius cinerascens,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Gabrius fermoralis,Stilicus rufipes,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Gabrius fermoralis,Trogophloeus corticinus,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Tetramorium sp,Cicadina,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Coenagrion pulchellum,Limnia paludicola,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Bathyphantes gracilis,Aphidoidea,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Lepthyphantes tenuis,Aphidoidea,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Antistea elegans,Cicadina,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Tibellus maritimus,Limnia paludicola,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Araneae,Sitticus sp,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Xysticus sp,Lepidoptera,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Larinioides sp,Herina frondescentiae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Tibellus maritimus,Pachybrachius sp,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Larinioides sp,Hercostomus assimilis,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Neoscona adianta,Chrysomelidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Argiope bruennichi,Tetramesa sp,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Zygoptera,Propylaea quatuordecimpunctata,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Staphylinidae,Gnathonarium dentatum,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Theridion sp,Sciaridae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Staphylinidae,Anacaena limbata,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Staphylinidae,Xysticus sp,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Paederus riparius,Heteroptera,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Paederus riparius,Lesteva sicula,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Coenagrion sp,Ichneumonidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Zelotes sp,Delphacidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Xysticus sp,Chrysotus cilipes,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Xysticus sp,Psychodidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Xysticus sp,Teuchophorus calcaratus,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Pachygnatha sp,Pelochares versicolor,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Tetramorium sp,Thomisidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Antistea elegans,Aphidoidea,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Lesteva sicula,Cicadina,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Staphylinidae,Trichoniscidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Stilicus rufipes,Edaphus blŸhweissi,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Zygoptera,Dolichopus nubilius,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Lepthyphantes tenuis,Brachygluta sp,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Tetramorium sp,Liocranidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Neoscona adianta,Tetanocera ferruginea,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Pardosa sp,Propylaea quatuordecimpunctata,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Anotylus sp,Entomobryomorpha,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Bryaxis sp,Entomobryomorpha,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Anotylus sp,Poduromorpha,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Bryaxis sp,Poduromorpha,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Anotylus sp,Sminthuridae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Lycosidae,Pentatomidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Staphylinidae,Walckenaeria nudipalpis,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Marpissa radiata,Fulgoroidea,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Argiope bruennichi,Pipinculus sp,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Salticidae,Pentatomidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Sympetrum sp,Calliphoridae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Theridion sp,Lepidoptera,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Pardosa prativaga,Propylaea quatuordecimpunctata,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Clubiona sp,Xysticus sp,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Tibellus sp,Trichoptera,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Paederus riparius,Antistea elegans,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Argiope bruennichi,Meligethes sp,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Liocranidae,Anotylus sp,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Liocranidae,Bryaxis sp,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Anisoptera,Calliphoridae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Sitticus sp,Ephydridae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Pachygnatha sp,Diplocampa assimile,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Paederus riparius,Tetramorium sp,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Walckenaeria nudipalpis,Fulgoroidea,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Neoscona adianta,Cicadella viridis,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Lesteva sicula,Thomisidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Argyra vestita,Sciaridae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Thomisidae,Anotylus sp,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Thomisidae,Bryaxis sp,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Tetartopeus terminatum,Delphacidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Larinioides sp,Heteroptera,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Tetragnatha extensa,Araneae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Lesteva sicula,Liocranidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Tettigoniidae,Tetanocera ferruginea,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Zygoptera,Limnia paludicola,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Chrysotus cilipes,Proctotrupoidea,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Teuchophorus calcaratus,Proctotrupoidea,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Theridion sp,Chrysotus cilipes,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Theridion sp,Psychodidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Theridion sp,Teuchophorus calcaratus,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Dolichopus nubilius,Muscidae copro,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Dolichopus nubilius,Muscidae flor,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
